genome_id,genome_name,freq,Domain,Genome.Name...Sample.Name,Phylum,Class,Order,Family,Genus,Species,Strain,Genome.Size
2617271075,Mycobacterium mageritense DSM 44476,1,Bacteria,Mycobacterium mageritense DSM 44476,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium mageritense,938,7966608
2617271191,Corynebacterium jeddahense JCB,2,Bacteria,Corynebacterium jeddahense JCB,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium jeddahense JCB,JCB,2472125
2617271283,Streptomyces mutabilis TRM45540,2,Bacteria,Streptomyces mutabilis TRM45540,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces mutabilis,TRM45540,7828944
2617271319,Arthrobacter sp. A3,1,Bacteria,Arthrobacter sp. A3,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,Arthrobacter sp. A3,A3,4529515
2619619033,Lentzea violacea DSM 44796,1,Bacteria,Lentzea violacea DSM 44796,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Lentzea,Lentzea violacea,DSM 44796,8671075
2619619047,Micromonospora mirobrigensis DSM 44830,1,Bacteria,Micromonospora mirobrigensis DSM 44830,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Micromonospora,Micromonospora mirobrigensis,DSM 44830,6168719
2619619138,Streptomyces rimosus R6-500MV9-R8,2,Bacteria,Streptomyces rimosus R6-500MV9-R8,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces rimosus,R6-500MV9-R8,8386169
2619619212,Mycobacterium vulneris DSM 45247,2,Bacteria,Mycobacterium vulneris DSM 45247,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium vulneris,DSM 45247,6981439
2619619228,Streptomyces toyocaensis NRRL 15009,2,Bacteria,Streptomyces toyocaensis NRRL 15009,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces toyocaensis,NRRL 15009,7340593
2619619253,Propionibacterium freudenreichii freudenreichii ITG P20,1,Bacteria,Propionibacterium freudenreichii freudenreichii ITG P20,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,Propionibacterium freudenreichii,ITG P20,2588969
2619619268,Streptomyces scabiei NCPPB 4086,2,Bacteria,Streptomyces scabiei NCPPB 4086,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces scabiei,NCPPB 4086,10462026
2619619300,Rhodococcus aetherivorans IcdP1,4,Bacteria,Rhodococcus aetherivorans IcdP1,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus aetherivorans,IcdP1,5922748
2619619344,Mycobacterium tuberculosis XTB13-158,1,Bacteria,Mycobacterium tuberculosis XTB13-158,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,XTB13-158,4413844
2619619368,Mycobacterium tuberculosis XTB13-216,1,Bacteria,Mycobacterium tuberculosis XTB13-216,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,XTB13-216,4417475
2619619395,Mycobacterium tuberculosis 10217,1,Bacteria,Mycobacterium tuberculosis 10217,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,10217,4419088
2619619403,Mycobacterium tuberculosis 2228BH,1,Bacteria,Mycobacterium tuberculosis 2228BH,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,2228BH,4419179
2619619414,Mycobacterium tuberculosis TKK_04_0148,1,Bacteria,Mycobacterium tuberculosis TKK_04_0148,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TKK_04_0148,4416991
2619619443,Mycobacterium tuberculosis TKK_05SA_0021,1,Bacteria,Mycobacterium tuberculosis TKK_05SA_0021,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TKK_05SA_0021,4404652
2619619444,Mycobacterium tuberculosis TKK_05SA_0023,1,Bacteria,Mycobacterium tuberculosis TKK_05SA_0023,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TKK_05SA_0023,4387284
2619619445,Mycobacterium tuberculosis TKK_05SA_0025,1,Bacteria,Mycobacterium tuberculosis TKK_05SA_0025,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TKK_05SA_0025,4448698
2619619446,Mycobacterium tuberculosis TKK_05SA_0026,1,Bacteria,Mycobacterium tuberculosis TKK_05SA_0026,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TKK_05SA_0026,4419686
2619619448,Mycobacterium tuberculosis TKK_05SA_0036,1,Bacteria,Mycobacterium tuberculosis TKK_05SA_0036,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TKK_05SA_0036,4411817
2619619449,Mycobacterium tuberculosis TKK_05SA_0041,1,Bacteria,Mycobacterium tuberculosis TKK_05SA_0041,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TKK_05SA_0041,4411668
2619619450,Mycobacterium tuberculosis TKK_05SA_0043,1,Bacteria,Mycobacterium tuberculosis TKK_05SA_0043,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TKK_05SA_0043,4399244
2619619451,Mycobacterium tuberculosis TKK_05SA_0044,1,Bacteria,Mycobacterium tuberculosis TKK_05SA_0044,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TKK_05SA_0044,4422138
2619619452,Mycobacterium tuberculosis TKK_05SA_0046,1,Bacteria,Mycobacterium tuberculosis TKK_05SA_0046,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TKK_05SA_0046,4386670
2619619454,Mycobacterium tuberculosis TKK_05SA_0052,1,Bacteria,Mycobacterium tuberculosis TKK_05SA_0052,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TKK_05SA_0052,4389940
2619619455,Mycobacterium tuberculosis TKK_05SA_0054,1,Bacteria,Mycobacterium tuberculosis TKK_05SA_0054,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TKK_05SA_0054,4411511
2619619456,Mycobacterium tuberculosis TKK_05SA_0055,1,Bacteria,Mycobacterium tuberculosis TKK_05SA_0055,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TKK_05SA_0055,4431273
2619619458,Mycobacterium tuberculosis 94_M4241A,1,Bacteria,Mycobacterium tuberculosis 94_M4241A,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,94_M4241A,4381639
2619619459,Mycobacterium tuberculosis EAS054,1,Bacteria,Mycobacterium tuberculosis EAS054,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,EAS054,4415463
2619619460,Mycobacterium tuberculosis T17,1,Bacteria,Mycobacterium tuberculosis T17,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,T17,4422656
2619619461,Mycobacterium tuberculosis T85,1,Bacteria,Mycobacterium tuberculosis T85,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,T85,4395013
2619619462,Mycobacterium tuberculosis MAL010075,1,Bacteria,Mycobacterium tuberculosis MAL010075,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,MAL010075,4421633
2619619464,Mycobacterium tuberculosis MAL010119,1,Bacteria,Mycobacterium tuberculosis MAL010119,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,MAL010119,4395080
2619619466,Mycobacterium tuberculosis MAL020151,1,Bacteria,Mycobacterium tuberculosis MAL020151,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,MAL020151,4396046
2619619467,Mycobacterium tuberculosis MAL020165,1,Bacteria,Mycobacterium tuberculosis MAL020165,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,MAL020165,4380983
2619619468,Mycobacterium tuberculosis MD17898,1,Bacteria,Mycobacterium tuberculosis MD17898,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,MD17898,4383016
2619619469,Mycobacterium tuberculosis MD17904,1,Bacteria,Mycobacterium tuberculosis MD17904,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,MD17904,4361733
2619619470,Mycobacterium tuberculosis MD18320,1,Bacteria,Mycobacterium tuberculosis MD18320,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,MD18320,4416056
2619619475,Mycobacterium tuberculosis C2,1,Bacteria,Mycobacterium tuberculosis C2,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,C2,4450937
2619619477,Mycobacterium tuberculosis MD20845,1,Bacteria,Mycobacterium tuberculosis MD20845,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,MD20845,4406110
2619619479,Mycobacterium tuberculosis MD19591,1,Bacteria,Mycobacterium tuberculosis MD19591,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,MD19591,4384630
2619619481,Mycobacterium tuberculosis MD19323,1,Bacteria,Mycobacterium tuberculosis MD19323,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,MD19323,4381046
2619619482,Mycobacterium tuberculosis MD19051,1,Bacteria,Mycobacterium tuberculosis MD19051,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,MD19051,4395426
2619619483,Mycobacterium tuberculosis MD16764,1,Bacteria,Mycobacterium tuberculosis MD16764,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,MD16764,4384150
2619619484,Mycobacterium tuberculosis MD17973,1,Bacteria,Mycobacterium tuberculosis MD17973,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,MD17973,4385022
2619619485,Mycobacterium tuberculosis MD18112,1,Bacteria,Mycobacterium tuberculosis MD18112,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,MD18112,4409116
2619619487,Mycobacterium tuberculosis MD15594,1,Bacteria,Mycobacterium tuberculosis MD15594,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,MD15594,4388999
2619619490,Mycobacterium tuberculosis MD18314,1,Bacteria,Mycobacterium tuberculosis MD18314,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,MD18314,4390285
2619619491,Mycobacterium tuberculosis MD16261,1,Bacteria,Mycobacterium tuberculosis MD16261,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,MD16261,4398968
2619619492,Mycobacterium tuberculosis MD16732,1,Bacteria,Mycobacterium tuberculosis MD16732,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,MD16732,4390638
2619619495,Mycobacterium tuberculosis MD17647,1,Bacteria,Mycobacterium tuberculosis MD17647,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,MD17647,4385227
2619619496,Mycobacterium tuberculosis MD17613,1,Bacteria,Mycobacterium tuberculosis MD17613,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,MD17613,4423734
2619619497,Mycobacterium tuberculosis MD17240,1,Bacteria,Mycobacterium tuberculosis MD17240,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,MD17240,4392029
2619619498,Mycobacterium tuberculosis MD17749,1,Bacteria,Mycobacterium tuberculosis MD17749,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,MD17749,4384966
2619619499,Mycobacterium tuberculosis MD16765,1,Bacteria,Mycobacterium tuberculosis MD16765,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,MD16765,4398786
2619619500,Mycobacterium tuberculosis MD17656,1,Bacteria,Mycobacterium tuberculosis MD17656,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,MD17656,4433119
2619619501,Mycobacterium tuberculosis MD15766,1,Bacteria,Mycobacterium tuberculosis MD15766,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,MD15766,4423834
2619619503,Mycobacterium tuberculosis MD16568,1,Bacteria,Mycobacterium tuberculosis MD16568,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,MD16568,4360751
2619619504,Mycobacterium tuberculosis MD16571,1,Bacteria,Mycobacterium tuberculosis MD16571,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,MD16571,4378008
2619619506,Mycobacterium tuberculosis MD15430,1,Bacteria,Mycobacterium tuberculosis MD15430,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,MD15430,4386629
2619619507,Mycobacterium tuberculosis MD17232,1,Bacteria,Mycobacterium tuberculosis MD17232,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,MD17232,4387120
2619619508,Mycobacterium tuberculosis MD15770,1,Bacteria,Mycobacterium tuberculosis MD15770,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,MD15770,4360154
2619619510,Mycobacterium tuberculosis MD16257,1,Bacteria,Mycobacterium tuberculosis MD16257,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,MD16257,4383372
2619619513,Mycobacterium tuberculosis MD14847,1,Bacteria,Mycobacterium tuberculosis MD14847,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,MD14847,4417533
2619619516,Mycobacterium tuberculosis MD14832,1,Bacteria,Mycobacterium tuberculosis MD14832,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,MD14832,4391032
2619619517,Mycobacterium tuberculosis MD15973,1,Bacteria,Mycobacterium tuberculosis MD15973,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,MD15973,4408945
2619619519,Mycobacterium tuberculosis MD14709,1,Bacteria,Mycobacterium tuberculosis MD14709,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,MD14709,4380508
2619619520,Mycobacterium tuberculosis MD14720,1,Bacteria,Mycobacterium tuberculosis MD14720,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,MD14720,4428611
2619619524,Mycobacterium tuberculosis MD15758,1,Bacteria,Mycobacterium tuberculosis MD15758,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,MD15758,4388875
2619619525,Mycobacterium tuberculosis MD15765,1,Bacteria,Mycobacterium tuberculosis MD15765,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,MD15765,4427582
2619619527,Mycobacterium tuberculosis C2,1,Bacteria,Mycobacterium tuberculosis C2,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,C2,4375314
2619619529,Mycobacterium tuberculosis H1329,1,Bacteria,Mycobacterium tuberculosis H1329,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,H1329,4376534
2619619533,Mycobacterium tuberculosis H1996,1,Bacteria,Mycobacterium tuberculosis H1996,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,H1996,4420153
2619619537,Mycobacterium tuberculosis H2300,1,Bacteria,Mycobacterium tuberculosis H2300,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,H2300,4382721
2619619539,Mycobacterium tuberculosis H2754,1,Bacteria,Mycobacterium tuberculosis H2754,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,H2754,4416964
2619619540,Mycobacterium tuberculosis H2760,1,Bacteria,Mycobacterium tuberculosis H2760,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,H2760,4433968
2619619541,Mycobacterium tuberculosis H3004,1,Bacteria,Mycobacterium tuberculosis H3004,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,H3004,4403930
2619619542,Mycobacterium tuberculosis H3005,1,Bacteria,Mycobacterium tuberculosis H3005,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,H3005,4424523
2619619543,Mycobacterium tuberculosis H3033,1,Bacteria,Mycobacterium tuberculosis H3033,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,H3033,4424395
2619619545,Mycobacterium tuberculosis H3360,1,Bacteria,Mycobacterium tuberculosis H3360,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,H3360,4388933
2619619547,Mycobacterium tuberculosis M1009,1,Bacteria,Mycobacterium tuberculosis M1009,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,M1009,4415480
2619619548,Mycobacterium tuberculosis M1010,1,Bacteria,Mycobacterium tuberculosis M1010,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,M1010,4411486
2619619550,Mycobacterium tuberculosis M1012,1,Bacteria,Mycobacterium tuberculosis M1012,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,M1012,4414466
2619619551,Mycobacterium tuberculosis M1021,1,Bacteria,Mycobacterium tuberculosis M1021,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,M1021,4425882
2619619552,Mycobacterium tuberculosis M1022,1,Bacteria,Mycobacterium tuberculosis M1022,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,M1022,4416404
2619619553,Mycobacterium tuberculosis M1023,1,Bacteria,Mycobacterium tuberculosis M1023,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,M1023,4421434
2619619554,Mycobacterium tuberculosis M1026,1,Bacteria,Mycobacterium tuberculosis M1026,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,M1026,4404977
2619619556,Mycobacterium tuberculosis M1030,1,Bacteria,Mycobacterium tuberculosis M1030,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,M1030,4422795
2619619557,Mycobacterium tuberculosis M1034,1,Bacteria,Mycobacterium tuberculosis M1034,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,M1034,4423121
2619619558,Mycobacterium tuberculosis M1210,1,Bacteria,Mycobacterium tuberculosis M1210,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,M1210,4420084
2619619560,Mycobacterium tuberculosis M1215,1,Bacteria,Mycobacterium tuberculosis M1215,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,M1215,4413236
2619619561,Mycobacterium tuberculosis M1232,1,Bacteria,Mycobacterium tuberculosis M1232,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,M1232,4419511
2619619562,Mycobacterium tuberculosis M1236,1,Bacteria,Mycobacterium tuberculosis M1236,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,M1236,4416259
