"taxon_oid"	"Domain"	"Status"	"Study.Name"	"Genome.Name...Sample.Name"	"Sequencing.Center"	"IMG.Genome.ID"	"Species"	"NCBI.Taxon.ID"	"NCBI.Project.ID"	"JGI.Project.ID...ITS.PID"	"Strain"	"Ecosystem"	"Ecosystem.Category"	"Ecotype"	"Genome.Size"	"Gene.Count"	"X"	"Phylum"	"Class"	"Order"	"Family"	"Genus"
2590828629	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_02_0068"	"Broad Institute"	2590828629	"Mycobacterium tuberculosis"	1397882	0	0	"TKK_02_0068"	""	""	NA	4376091	4070	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828630	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_02_0067"	"Broad Institute"	2590828630	"Mycobacterium tuberculosis"	1397888	0	0	"TKK_02_0067"	""	""	NA	4407189	4089	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828632	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_02_0062"	"Broad Institute"	2590828632	"Mycobacterium tuberculosis"	1397880	0	0	"TKK_02_0062"	""	""	NA	4420012	4101	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828633	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_02_0061"	"Broad Institute"	2590828633	"Mycobacterium tuberculosis"	1397879	0	0	"TKK_02_0061"	""	""	NA	4407063	4080	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828634	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_02_0052"	"Broad Institute"	2590828634	"Mycobacterium tuberculosis"	1397878	0	0	"TKK_02_0052"	""	""	NA	4394568	4067	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828635	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_02_0046"	"Broad Institute"	2590828635	"Mycobacterium tuberculosis"	1397877	0	0	"TKK_02_0046"	""	""	NA	4404550	4095	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828636	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_02_0039"	"Broad Institute"	2590828636	"Mycobacterium tuberculosis"	1397875	0	0	"TKK_02_0039"	""	""	NA	4398351	4072	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828637	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_02_0036"	"Broad Institute"	2590828637	"Mycobacterium tuberculosis"	1397873	0	0	"TKK_02_0036"	""	""	NA	4396247	4064	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828638	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_02_0034"	"Broad Institute"	2590828638	"Mycobacterium tuberculosis"	1397872	0	0	"TKK_02_0034"	""	""	NA	4400967	4077	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828639	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_02_0033"	"Broad Institute"	2590828639	"Mycobacterium tuberculosis"	1397871	0	0	"TKK_02_0033"	""	""	NA	4397097	4074	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828640	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_02_0027"	"Broad Institute"	2590828640	"Mycobacterium tuberculosis"	1397869	0	0	"TKK_02_0027"	""	""	NA	4394137	4063	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828641	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_02_0025"	"Broad Institute"	2590828641	"Mycobacterium tuberculosis"	1397868	0	0	"TKK_02_0025"	""	""	NA	4409077	4085	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828642	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_02_0022"	"Broad Institute"	2590828642	"Mycobacterium tuberculosis"	1397867	0	0	"TKK_02_0022"	""	""	NA	4398619	4072	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828643	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_02_0021"	"Broad Institute"	2590828643	"Mycobacterium tuberculosis"	1397866	0	0	"TKK_02_0021"	""	""	NA	4396398	4071	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828644	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_02_0020"	"Broad Institute"	2590828644	"Mycobacterium tuberculosis"	1397865	0	0	"TKK_02_0020"	""	""	NA	4397300	4066	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828645	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_02_0018"	"Broad Institute"	2590828645	"Mycobacterium tuberculosis"	1397863	0	0	"TKK_02_0018"	""	""	NA	4407632	4082	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828646	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_02_0017"	"Broad Institute"	2590828646	"Mycobacterium tuberculosis"	1397862	0	0	"TKK_02_0017"	""	""	NA	4393953	4069	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828647	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_02_0016"	"Broad Institute"	2590828647	"Mycobacterium tuberculosis"	1397861	0	0	"TKK_02_0016"	""	""	NA	4399964	4074	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828648	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_02_0013"	"Broad Institute"	2590828648	"Mycobacterium tuberculosis"	1397858	0	0	"TKK_02_0013"	""	""	NA	4397610	4069	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828649	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_02_0012"	"Broad Institute"	2590828649	"Mycobacterium tuberculosis"	1397857	0	0	"TKK_02_0012"	""	""	NA	4402242	4073	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828650	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_02_0006"	"Broad Institute"	2590828650	"Mycobacterium tuberculosis"	1397856	0	0	"TKK_02_0006"	""	""	NA	4402343	4072	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828657	"Bacteria"	"Permanent Draft"	"Intrasporangium oryzae NRRL B-24470 Genome sequencing"	"Intrasporangium oryzae NRRL B-24470"	"Huazhong Agricultural University"	2590828657	"Intrasporangium oryzae"	1386089	0	0	"NRRL B-24470"	""	""	NA	4636528	4191	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Intrasporangiaceae"	"Intrasporangium"
2590828662	"Bacteria"	"Permanent Draft"	"Mycobacterium avium subsp. paratuberculosis 10-4404 Genome sequencing"	"Mycobacterium avium paratuberculosis 10-4404"	"U.S. Department of Agriculture, Agricultural Research Service, National Animal Disease Center"	2590828662	"Mycobacterium avium"	1391997	0	0	"10-4404"	""	""	NA	4814356	4619	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828672	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_04_0048"	"Broad Institute"	2590828672	"Mycobacterium tuberculosis"	1397922	0	0	"TKK_04_0048"	""	""	NA	4397502	4069	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828673	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_04_0047"	"Broad Institute"	2590828673	"Mycobacterium tuberculosis"	1397921	0	0	"TKK_04_0047"	""	""	NA	4412051	4084	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828674	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_04_0046"	"Broad Institute"	2590828674	"Mycobacterium tuberculosis"	1397935	0	0	"TKK_04_0046"	""	""	NA	4395787	4072	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828675	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_04_0043"	"Broad Institute"	2590828675	"Mycobacterium tuberculosis"	1397920	0	0	"TKK_04_0043"	""	""	NA	4398372	4071	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828676	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_04_0039"	"Broad Institute"	2590828676	"Mycobacterium tuberculosis"	1397931	0	0	"TKK_04_0039"	""	""	NA	4398171	4068	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828677	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_04_0037"	"Broad Institute"	2590828677	"Mycobacterium tuberculosis"	1397937	0	0	"TKK_04_0037"	""	""	NA	4392732	4072	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828678	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_04_0036"	"Broad Institute"	2590828678	"Mycobacterium tuberculosis"	1397929	0	0	"TKK_04_0036"	""	""	NA	4406940	4089	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828679	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_04_0034"	"Broad Institute"	2590828679	"Mycobacterium tuberculosis"	1397928	0	0	"TKK_04_0034"	""	""	NA	4394979	4061	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828680	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_04_0031"	"Broad Institute"	2590828680	"Mycobacterium tuberculosis"	1397940	0	0	"TKK_04_0031"	""	""	NA	4418196	4088	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828681	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_04_0030"	"Broad Institute"	2590828681	"Mycobacterium tuberculosis"	1397939	0	0	"TKK_04_0030"	""	""	NA	4398780	4085	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2590828682	"Bacteria"	"Permanent Draft"	"TB-ARC - KRITH"	"Mycobacterium tuberculosis TKK_04_0029"	"Broad Institute"	2590828682	"Mycobacterium tuberculosis"	1397938	0	0	"TKK_04_0029"	""	""	NA	4416251	4087	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2593339130	"Bacteria"	"Draft"	"Plant associated metagenomes--Microbial community diversity and host control of community assembly across model and emerging plant ecological genomics systems."	"Arthrobacter sp. UNCCL28"	"DOE Joint Genome Institute (JGI)"	2593339130	"Arthrobacter sp."	1667	0	1038659	"UNCCL28"	""	""	NA	4807168	4480	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Micrococcaceae"	"Arthrobacter"
2593339195	"Bacteria"	"Draft"	"Rhizosphere Grand Challenge Isolate Sequencing"	"Rhodococcus sp. 164Chir2E"	"DOE Joint Genome Institute (JGI)"	2593339195	"Rhodococcus sp."	1831	0	1008204	"164Chir2E"	""	""	NA	6258066	5931	NA	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Nocardiaceae"	"Rhodococcus"
2595698215	"Bacteria"	"Draft"	"Plant associated metagenomes--Microbial community diversity and host control of community assembly across model and emerging plant ecological genomics systems."	"Curtobacterium sp. UNCCL20"	"DOE Joint Genome Institute (JGI)"	2595698215	"Curtobacterium sp. UNCCL20"	1502773	0	1026348	"UNCCL20"	""	""	NA	3853880	3693	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Microbacteriaceae"	"Curtobacterium"
2597489897	"Bacteria"	"Finished"	"Mycobacterium abscessus bolletii INCQS 00594"	"Mycobacterium abscessus bolletii INCQS 00594"	"Rede Paraense de Genomica e Proteomica"	2597489897	"Mycobacterium abscessus"	1087469	0	0	"INCQS 00594"	"Host-associated"	"Human"	NA	4941231	4976	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2597489910	"Bacteria"	"Permanent Draft"	"Streptomyces sp. PVA 94-07"	"Streptomyces sp. PVA 94-07"	"Russian Academy of Science, Institute for Information Transmission Problems"	2597489910	"Streptomyces sp. PVA 94-07"	1223307	0	0	"PVA 94-07"	""	""	NA	7106149	6127	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"
2597489911	"Bacteria"	"Permanent Draft"	"Streptomyces sp. GBA 94-10"	"Streptomyces sp. GBA 94-10"	"Russian Academy of Science, Institute for Information Transmission Problems"	2597489911	"Streptomyces sp. GBA 94-10"	1218177	0	0	"GBA 94-10"	"Host-associated"	"Animal"	NA	7224475	6272	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"
2597489953	"Bacteria"	"Finished"	"Rhodococcus aetherivorans BCP1 Genome sequencing"	"Rhodococcus aetherivorans BCP1"	"National Research Council, Italy"	2597489953	"Rhodococcus aetherivorans"	931223	0	0	"BCP1"	""	""	NA	6231823	5789	NA	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Nocardiaceae"	"Rhodococcus"
2597490034	"Bacteria"	"Permanent Draft"	"Streptomyces lividans 1326"	"Streptomyces lividans 1326"	"CINVESTAV"	2597490034	"Streptomyces lividans"	1200984	0	0	"1326"	""	""	NA	8496762	7748	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"
2597490081	"Bacteria"	"Permanent Draft"	"Streptomyces sp. AW19M42"	"Streptomyces sp. AW19M42"	"Univ of Tromso"	2597490081	"Streptomyces sp. AW19M42"	1379686	0	0	"AW19M42"	"Environmental"	"Aquatic"	NA	7998025	7415	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"
2597490086	"Bacteria"	"Finished"	"Rhodococcus erythropolis R138"	"Rhodococcus erythropolis R138"	"Institut des sciences du vegetal (ISV), Centre National de la Recherche Scientifique (CNRS)"	2597490086	"Rhodococcus erythropolis"	1289591	0	0	"R138"	""	""	NA	6776569	6361	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Nocardiaceae"	"Rhodococcus"
2597490150	"Bacteria"	"Finished"	"Corynebacterium sp. 6931 Genome sequencing"	"Corynebacterium sp. 6931"	"Los Alamos National Laboratory"	2597490150	"Corynebacterium sp. ATCC 6931"	1487956	0	0	"6931"	""	""	NA	2471920	2186	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Corynebacteriaceae"	"Corynebacterium"
2597490159	"Bacteria"	"Finished"	"Corynebacterium genome project - Bielefeld University"	"Corynebacterium imitans DSM 44264"	"Bielefeld University"	2597490159	"Corynebacterium imitans"	156978	0	0	"DSM 44264"	"Host-associated"	"Human"	NA	2565321	2413	NA	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"
2597490168	"Bacteria"	"Finished"	"Amycolatopsis methanolica 239 Genome sequencing"	"Amycolatopsis methanolica 239"	"Chinese National Human Genome Center at Shanghai"	2597490168	"Amycolatopsis methanolica"	1068978	0	0	"239"	""	""	NA	7237391	7353	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Pseudonocardiaceae"	"Amycolatopsis"
2597490182	"Bacteria"	"Finished"	"Streptomyces lividans TK24 Genome sequencing"	"Streptomyces lividans TK24"	"StrepSynth, Bielefeld University"	2597490182	"Streptomyces lividans"	457428	0	0	"TK24"	""	""	NA	8345283	7510	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"
2597490209	"Bacteria"	"Finished"	"Corynebacterium ureicelerivorans IMMIB RIV-2301 Genome sequencing"	"Corynebacterium ureicelerivorans IMMIB RIV-2301"	"Bielefeld University"	2597490209	"Corynebacterium ureicelerivorans"	401472	0	0	"IMMIB RIV-2301"	"Host-associated"	"Human"	NA	2328278	2357	NA	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"
2597490290	"Bacteria"	"Permanent Draft"	"Rhodococcus erythropolis JCM 6824 Genome Project"	"Rhodococcus erythropolis JCM 6824"	""	2597490290	"Rhodococcus erythropolis"	1833	0	0	"JCM 6824"	""	""	NA	7004194	6694	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Nocardiaceae"	"Rhodococcus"
2597490360	"Bacteria"	"Finished"	"Corynebacterium humireducens NBRC 106098 = DSM 45392"	"Corynebacterium humireducens NBRC 106098 Genome sequencing"	"Center for Biotechnology (CeBiTec), Bielefeld Univeristy"	2597490360	"Corynebacterium humireducens"	1223515	0	0	"MFC-5"	"Engineered"	"Industrial production"	NA	2681312	2611	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Corynebacteriaceae"	"Corynebacterium"
2597490365	"Bacteria"	"Draft"	"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera"	"Saccharopolyspora hirsuta ATCC 20501"	"DOE Joint Genome Institute (JGI)"	2597490365	"Saccharopolyspora hirsuta"	1837	0	1047248	"ATCC 20501"	""	""	NA	7744048	7225	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Pseudonocardiaceae"	"Saccharopolyspora"
2599185150	"Bacteria"	"Draft"	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	"Saccharopolyspora flava DSM 44771"	"DOE Joint Genome Institute (JGI)"	2599185150	"Saccharopolyspora flava"	95161	0	1048654	"DSM 44771"	""	""	NA	6291299	5680	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Pseudonocardiaceae"	"Saccharopolyspora"
2599185219	"Bacteria"	"Draft"	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	"Corynebacterium spheniscorum J11, PG 39"	"DOE Joint Genome Institute (JGI)"	2599185219	"Corynebacterium spheniscorum"	185761	0	1048651	"J11, PG 39"	"Host-associated"	"Birds"	NA	2455506	2220	NA	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"
2599185266	"Bacteria"	"Draft"	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	"Corynebacterium cystitidis DSM 20524"	"DOE Joint Genome Institute (JGI)"	2599185266	"Corynebacterium cystitidis"	1121357	0	1048573	"DSM 20524"	""	""	NA	2948772	2857	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Corynebacteriaceae"	"Corynebacterium"
2600254920	"Bacteria"	"Finished"	"Corynebacterium Type Strain Sequencing and Analysis Project"	"Corynebacterium singulare IBS B52218 genome sequencing"	"Center for Biotechnology (CeBiTec), Bielefeld Univeristy"	2600254920	"Corynebacterium singulare"	161899	0	0	"IBS B52218"	"Host-associated"	"Human"	NA	2830519	2651	NA	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"
2600254956	"Bacteria"	"Permanent Draft"	"Mycobacterium simiae strain DSM 44165T"	"Mycobacterium simiae ATCC 25275"	"Aix-Marseille University"	2600254956	"Mycobacterium simiae"	1236483	0	0	"ATCC 25275"	"Host-associated"	"Mammals"	NA	5694460	5683	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2600254958	"Bacteria"	"Permanent Draft"	"Genome sequencing and analysis of BCG vaccine strains"	"Mycobacterium bovis BCG Moreau"	"Chinese Center for Disease Control and Prevention"	2600254958	"Mycobacterium bovis"	1195466	0	0	"BCG Moreau"	""	""	NA	4155183	4680	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2600254961	"Bacteria"	"Permanent Draft"	"A metabolic model for Tetrasphaera elongata involved in enhanced biological phosphorus removal in wastewater treatment based on whole genome sequence data"	"Tetrasphaera elongata DSM 14184"	"Aalborg University"	2600254961	"Tetrasphaera elongata"	1193181	0	0	"Lp2"	""	""	NA	3157491	3135	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Intrasporangiaceae"	"Tetrasphaera"
2600255031	"Bacteria"	"Permanent Draft"	"Genome sequencing and analysis of BCG vaccine strains"	"Mycobacterium bovis BCG Phipps"	"Chinese Center for Disease Control and Prevention"	2600255031	"Mycobacterium bovis"	1195467	0	0	"BCG Phipps"	""	""	NA	4129043	4384	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2600255034	"Bacteria"	"Permanent Draft"	"Genome sequencing and analysis of BCG vaccine strains"	"Mycobacterium bovis BCG Glaxo"	"Chinese Center for Disease Control and Prevention"	2600255034	"Mycobacterium bovis"	1195465	0	0	"BCG Glaxo"	""	""	NA	4202225	4156	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2600255095	"Bacteria"	"Permanent Draft"	"Culturomics: study of the human digestive flora"	"Corynebacterium ihumii GD7"	"Research Unit on Emerging Infectious and Tropical Diseases ( URMITE )"	2600255095	"Corynebacterium ihumii GD7"	1232427	0	0	"GD7"	"Host-associated"	"Human"	NA	2240769	2192	NA	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"
2600255104	"Bacteria"	"Permanent Draft"	"Human Microbiome Project (HMP) Reference Genomes"	"Actinomyces urogenitalis S6-C4"	"J. Craig Venter Institute (JCVI)"	2600255104	"Actinomyces urogenitalis"	103621	0	0	"S6-C4"	"Host-associated"	"Animal"	NA	2713444	2310	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"
2600255107	"Bacteria"	"Permanent Draft"	"Human Microbiome Project (HMP) Reference Genomes"	"Actinomyces sp. S6-Spd3"	"J. Craig Venter Institute (JCVI)"	2600255107	"Actinomyces sp."	29317	0	0	"S6-Spd3"	"Host-associated"	"Animal"	NA	2091011	2063	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"
2600255108	"Bacteria"	"Permanent Draft"	"Human Microbiome Project (HMP) Reference Genomes"	"Actinomyces sp. S4-C9"	"J. Craig Venter Institute (JCVI)"	2600255108	"Actinomyces sp."	29317	0	0	"S4-C9"	"Host-associated"	"Animal"	NA	1955632	1737	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"
2600255117	"Bacteria"	"Permanent Draft"	"Human Microbiome Project (HMP) Reference Genomes"	"Corynebacterium freneyi DNF00450"	"J. Craig Venter Institute (JCVI)"	2600255117	"Corynebacterium freneyi"	134034	0	0	"DNF00450"	"Host-associated"	"Human"	NA	3042317	2698	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Corynebacteriaceae"	"Corynebacterium"
2600255126	"Bacteria"	"Permanent Draft"	"Rhodococcus sp. AW25M09"	"Rhodococcus sp. AW25M09"	"salmonicida"	2600255126	"Rhodococcus sp. AW25M09"	1268303	0	0	"AW25M09"	"Host-associated"	"Fish"	NA	5642031	5463	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Nocardiaceae"	"Rhodococcus"
2600255151	"Bacteria"	"Permanent Draft"	"Draft genome sequence of T. otitidis using a combination of 454 and Illumina sequencing"	"Turicella otitidis ATCC 51513"	"Center for Biotechnology (CeBiTec), Bielefeld Univeristy"	2600255151	"Turicella otitidis"	883169	0	0	"ATCC 51513"	"Host-associated"	"Human"	NA	2077086	1941	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Corynebacteriaceae"	"Turicella"
2600255158	"Bacteria"	"Permanent Draft"	"Mycobacterium neoaurum genome sequence"	"Mycobacterium neoaurum ATCC 25795"	"European Bioinformatics Institute"	2600255158	"Mycobacterium neoaurum"	1265312	0	0	"ATCC 25795"	"Environmental"	"Terrestrial"	NA	5504703	5337	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
